ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],SizeClass,BloodID
5780,84,0,0,1.75,255,StoneGolemSkinObsidian,,,1,0
5781,69,0,0,1.15,255,RockElementalSkinBlack,,,1,0
5782,32,0,0,1.25,255,OgreSkin1Purple,OgreSkin2Purple,,3,0
5783,50,0,3836,1,255,,,,1,0
5784,49,0,3837,1,255,,,,0,0
5785,50,0,3838,1,255,,,,0,0
5786,50,0,3839,1,255,,,,0,0
5805,49,0,3860,1,255,,,,1,0
5806,49,0,3861,1,255,,,,0,0
5807,50,0,3862,1,255,,,,1,0
5829,50,0,3883,1,128,,,,0,0
5830,49,0,3884,1,128,,,,0,0
5831,49,0,3885,1.2,130,,,,0,0
5832,57,0,3886,1,255,,,,0,0
5848,141,0,0,2,255,EntSkinPurple,,,2,0
5849,141,0,0,2,255,EntSkinDiseased,,,2,0
5850,67,0,0,2,255,AncientProtectorBlack,,,3,0
5851,8,0,0,1.5,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
5865,611,0,0,1.2,255,ParrotSkinGreen,ParrotSkinGreen,ParrotSkinGreen,-1,0
5866,611,0,0,0.2,255,ParrotSkinGreen,ParrotSkinGreen,ParrotSkinGreen,-1,0
5907,49,0,3941,1,255,,,,0,0
5908,49,0,3942,1,255,,,,0,0
5909,50,0,3943,1,255,,,,0,0
4853,50,0,3049,1,255,,,,1,0
4857,50,0,3054,1,255,HumanMaleCitizenLow,,,1,0
4885,49,0,3100,1,255,,,,0,0
4886,53,0,3101,1,255,,,,1,0
4887,53,0,3102,1,255,,,,1,0
4888,50,0,3103,1,255,,,,1,0
4890,53,0,3105,1,255,,,,1,0
4891,53,0,3106,1,255,,,,1,0
4892,54,0,3107,1,255,,,,0,0
4895,182,0,3110,1,255,,,,1,0
4896,182,0,3111,1,255,,,,1,0
4897,52,0,3113,1,255,,,,1,0
4939,51,0,3165,1.2,255,,,,0,0
4940,49,0,3166,1,255,,,,0,0
4941,52,0,3168,1,255,,,,0,0
4942,49,0,3169,1,255,,,,0,0
4943,58,0,3170,1,255,,,,0,0
4946,55,0,3172,1,255,,,,1,0
4947,49,0,3180,1,255,,,,0,0
4949,53,0,3181,1,255,,,,1,0
4950,53,0,3231,1,255,,,,0,0
4959,165,0,0,0.8,255,BrownSkin,,,0,0
4965,54,0,3195,1,255,,,,1,0
4973,531,0,0,1,255,SirenSkinBlue,,,1,0
4974,531,0,0,1,255,SirenSkinGreen,,,1,0
4976,531,0,0,1,255,SirenSkinPurple,,,1,0
5040,54,0,3267,1,255,,,,0,0
5083,55,0,3295,1,255,,,,1,0
4921,332,0,0,0.9,255,NagaMaleSkinGreen,SirenReflect,,0,0
4922,332,0,0,1.2,255,NagaMaleSkinGreen,SirenReflect,,0,0
4923,332,0,0,1.3,255,NagaMaleSkinTeal,SirenReflect,,0,0
4924,51,0,3150,1,255,,,,0,0
4926,51,0,3151,1,255,,,,0,0
4927,51,0,3152,1,255,,,,0,0
4928,49,0,3153,1,255,,,,0,0
4929,56,0,3154,1,128,,,,0,0
4930,55,0,3155,1,128,,,,0,0
4931,49,0,3156,1,255,,,,0,0
4932,53,0,3157,1,255,,,,1,0
4933,53,0,3158,1,255,,,,1,0
4951,50,0,3183,1,255,,,,0,0
4952,59,0,3184,1,255,,,,1,0
4953,182,0,3185,1,255,,,,0,0
4954,185,0,3187,1,255,,,,1,0
4955,49,0,3186,1,255,,,,0,0
4956,53,0,3188,1,255,,,,1,0
4957,53,0,3189,1,255,,,,1,0
4958,56,0,3190,1,128,,,,0,0
4985,56,0,3221,1,255,,,,1,0
4994,50,0,3229,1,255,,,,1,0
4995,53,0,3230,1,255,,,,1,0
4996,49,0,3232,1,255,,,,1,0
4997,53,0,3233,1,255,,,,1,0
4998,53,0,3234,1,255,,,,1,0
4999,182,0,3235,1,255,,,,1,0
5000,49,0,3236,1,255,,,,1,0
5001,49,0,3237,1,255,,,,0,0
5106,53,0,1800,1,255,,,,1,0
5003,49,0,3238,0.95,255,,,,0,0
5004,49,0,3240,1,255,,,,0,0
5005,49,0,3241,1,255,,,,0,0
5006,49,0,3243,1,255,,,,0,0
5007,49,0,3244,1,255,,,,0,0
5008,49,0,3245,0.9,255,,,,0,0
5013,49,0,3249,1,255,,,,0,0
5014,49,0,3250,1,255,,,,0,0
5015,182,0,3252,1,255,,,,1,0
5016,182,0,3253,1,255,,,,1,0
5017,183,0,3255,1,255,,,,1,0
5018,183,0,3256,1,255,,,,1,0
5019,53,0,3251,1,255,,,,1,0
5020,53,0,3254,1,255,,,,1,0
5022,54,0,3258,1,255,,,,1,0
5023,53,0,3259,1,255,,,,1,0
5030,173,0,0,0.6,255,SeaTurtleSkinRed,,,1,0
5038,49,0,59,1,255,,,,0,0
5039,49,0,2603,1,255,,,,0,0
5041,53,0,3268,1,255,,,,1,0
5050,552,0,0,1,255,UndeadHorse,,,-1,0
5051,62,0,0,1,255,HydraSkinWhite,,,3,0
5067,82,0,0,0.1,255,TigerSkinBlack,,,1,0
5087,49,0,3301,1,255,,,,0,0
5088,53,0,3242,1,255,,,,1,0
5089,53,0,3247,1,255,,,,1,0
5090,53,0,3272,1,255,,,,0,0
5092,50,0,3302,1,255,,,,1,0
5105,53,0,1799,1,255,,,,1,0
5107,692,0,0,2,255,,,,-1,0
4873,182,0,3080,1,255,,,,1,0
4901,53,0,3115,1,128,,,,1,0
5125,220,0,0,0.1,0,EyeBall_Green,,,0,0
5145,571,191,0,1.25,255,DrakeSkinGreen1,DrakeSkinGreen2,DrakeSkinGreen3,-1,0
5165,50,0,2800,1,255,,,,1,0
5166,49,0,2801,1,255,,,,0,0
5167,49,0,3360,1,255,,,,0,0
5187,591,0,0,1,255,AirElementalSkin,,,-1,0
5205,59,0,3420,1,255,,,,0,0
5225,55,0,3297,1,255,,,,1,0
5226,49,0,3298,1,255,,,,1,0
5227,53,0,3460,1,255,,,,1,0
5229,205,0,0,1,255,HillGiant,,,-1,0
5230,57,0,3536,1,255,,,,1,0
5231,70,0,0,1.2,255,SkeletonSkin,,,1,0
5232,16,0,0,1,168,HumanThiefSkin,,,1,0
5265,167,0,0,1.5,255,ZombieSkinBlack,,,1,0
5266,49,0,3481,1.25,255,,,,1,0
5285,84,0,0,2,255,StoneGolemSkinObsidian,,,1,0
5286,31,0,0,2.5,255,SahauginskinWhite,,,1,0
5287,191,0,0,2,255,ThunderBeastSkinLightBrown,,,3,0
5288,191,0,0,2.25,255,ThunderBeastSkinBlack,,,3,0
5289,191,0,0,2.25,255,ThunderBeastSkinBlue,,,3,0
6434,185,0,4231,1,255,,,,1,0
6487,185,0,4254,1.1,255,,,,1,0
6488,186,0,4256,1.1,255,,,,1,0
6490,186,0,4258,1.05,255,,,,1,0
6512,185,0,4287,1.05,255,,,,1,0
6531,57,0,467,3,255,,,,3,3
6534,84,0,0,1.2,255,StoneGolemSkinPlatinum,,,1,0
6632,182,0,4411,1,255,,,,1,0
6713,182,0,4489,1,255,,,,1,0
6719,49,0,4495,1,255,,,,0,0
6782,313,0,0,1,255,HighElfFemaleWarrior,HighElfFemaleHairSkin,,0,0
6783,58,0,4534,1,255,,,,0,0
6784,57,0,4533,1,255,,,,1,0
6785,51,0,4531,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6786,51,0,4531,1,255,,,,1,0
6788,52,0,4536,1,255,,,,1,0
6789,57,0,4538,1,255,,,,1,0
6790,58,0,4539,1,255,,,,0,0
6791,49,0,4540,1,255,,,,0,0
6792,50,0,4541,1,255,,,,1,0
6793,51,0,4537,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6794,52,0,4542,1,255,,,,1,0
6795,185,0,4544,1,255,,,,0,0
6796,186,0,4543,1,255,,,,0,0
6797,56,0,4545,1,255,,,,0,0
6798,8,0,0,0.9,255,FurbolgSkinTan,FurbolgStuffBrown,,1,0
6799,8,0,0,0.9,255,FurbolgSkinBrown,FurbolgStuffBrown,,1,0
6800,8,0,0,1,255,FurbolgSkinTan,FurbolgStuffBrown,,1,0
6801,8,0,0,1.1,255,FurbolgSkinTan,FurbolgStuffBrown,,1,0
6802,8,0,0,1.2,255,FurbolgSkinTan,FurbolgStuffBrown,,1,0
6803,8,0,0,1.3,255,FurbolgSkinTan,FurbolgStuffBrown,,1,0
6805,82,0,0,0.9,255,TigerSkinDark,,,1,0
6806,11,0,0,0.8,255,GrellSkinYellow,,,0,0
6809,11,0,0,1,255,GrellSkinBlue,,,0,0
6810,11,0,0,1.1,255,GrellSkinBlue,,,0,0
6811,11,0,0,1.1,255,GrellSkinYellow,,,0,0
6812,12,0,0,0.8,255,HarpyOrangeRed,,,1,0
6813,12,0,0,0.9,255,HarpyOrangeRed,,,1,0
6814,12,0,0,0.9,255,HarpyYellow,,,1,0
6815,12,0,0,1,255,HarpyYellow,,,1,0
6816,2,0,0,1.1,255,BogBeastSkinYellow,BogBeastSkinYellowAlpha,,1,0
6818,8,0,0,1.3,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
6820,8,0,0,1,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
6823,8,0,0,1.1,255,FurbolgSkinBrown,FurbolgStuffBrown,,1,0
6833,60,0,4551,1,255,,,,1,0
6835,60,0,4548,1,255,,,,1,0
6837,57,0,4552,1,255,,,,0,0
6838,250,0,0,0.25,255,CryptFiendSkin,,,1,0
6839,185,0,4553,1,255,,,,1,0
6840,56,0,4554,1,255,,,,0,0
6841,250,0,0,1,255,CryptFiendSkinGreen,,,1,0
6842,250,0,0,0.5,255,CryptFiendSkinGreen,,,1,0
6120,392,0,0,1,255,QuilBoarSkinZombie,QuilBoarSkinZombie_Alpha,,1,0
6123,372,0,0,1.7,255,QuilBoarSkinArmoredDeathsHead,QuilBoarSkinArmoredDeathsHead_Alpha,QuilBoarSkin_Alpha,1,0
6168,33,0,0,1.2,255,OgreMageSkin1White,OgreMageSkin2White,,3,0
6228,57,0,4127,1,255,,,,0,0
6291,6,0,0,0.5,255,DragonWhelpSkinGreen,,,-1,0
6303,170,0,0,1,255,SnakeSkinRed,,,1,0
6308,51,0,4147,1,255,,,,0,0
6376,571,0,0,1,255,DrakeSkinRed1,DrakeSkinRed2,DrakeSkinRed3,-1,0
6442,457,0,0,1,255,TigerSkinBrown,,,1,0
6468,458,0,0,1,255,RidingRaptorSkinObsidian,,,0,0
6479,185,0,4248,0.95,255,,,,1,0
6480,185,0,4247,1,255,,,,1,0
6482,186,0,4250,1,255,,,,1,0
6535,185,0,4307,1,255,,,,1,0
6536,186,0,4308,1,255,,,,1,0
6539,186,0,4311,1.05,255,,,,1,0
6543,186,0,4314,1.05,255,,,,1,0
6545,182,0,4315,1,255,,,,1,0
6547,313,0,0,1,255,HighElfFemaleWarrior,HighElfFemaleHairSkin,,0,0
6553,56,0,4318,1,255,,,,0,0
6554,60,0,4319,1,255,,,,1,0
6573,49,0,4043,1,255,,,,0,0
6590,185,0,4347,1,255,,,,1,0
6610,182,0,4388,1,255,,,,0,0
6631,310,0,0,1,255,BloodElfFemaleMage,BloodElfFemaleHairSkin,,0,0
6633,91,0,0,0.4,255,SilithidTankSkinBlue,,,1,0
6674,62,0,0,2,255,HydraSkinWhite,,,3,0
6698,185,0,4478,1,128,,,,1,0
6700,185,0,4479,1,128,,,,1,0
6701,185,0,4481,1,128,,,,1,0
6702,185,0,4480,1,128,,,,1,0
6704,33,0,0,1.3,255,OgreMageSkin1Blue,OgreMageSkin2Blue,,3,0
6708,185,0,4484,1,255,,,,1,0
6714,183,0,4490,1,255,,,,1,0
6724,50,0,4500,1,255,,,,1,0
6752,49,0,4515,1,255,,,,0,0
6758,172,0,0,0.9,255,LobstrokBlack,,,1,0
6759,31,0,0,1.2,255,SahauginskinOrange,,,1,0
6760,1031,0,0,1.5,255,DragonSpawnSkinBlue,DragonSpawnBodySkinBlue,,-1,0
6761,1011,47,0,1,255,DragonSpawnCasterSkinBlue,DragonSpawnCasterBodySkinBlue,,-1,0
6762,47,0,0,1.25,255,DragonSpawnSkinBlue,DragonSpawnBodySkinBlue,,-1,0
6763,332,0,0,1.4,255,NagaMaleSkinBlack,SirenReflect,,-1,0
6764,332,0,0,0.9,255,NagaMaleSkinTeal,SirenReflect,,-1,0
6765,332,0,0,1.1,255,NagaMaleSkinGreen,SirenReflect,,-1,0
6766,531,0,0,1.2,255,SirenSkinBlue,,,1,0
6767,146,0,0,1.15,255,WendigoSkinWhite,,,-1,0
6778,49,0,4527,1,255,,,,0,0
6779,315,0,0,1,255,HighElfMaleMage,HighElfMaleHair,,0,0
6821,8,0,0,1.1,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
6843,51,0,4555,1,255,,,,0,0
6845,53,0,4557,1,255,,,,1,0
6846,53,0,4560,1,255,,,,1,0
6848,51,0,4561,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6849,57,0,4564,1,255,,,,1,0
6850,185,0,4563,1,255,,,,0,0
6851,85,0,0,1,255,WyvernSkin01,WyvernSkin02,,1,0
6852,147,0,0,1,255,Gryphon_Skin01,Gryphon_Skin02,,2,0
6853,49,0,4565,1,255,HumanMaleCitizenLow,,,1,0
6854,59,0,4569,1,255,,,,0,0
6855,59,0,4567,1,255,,,,0,0
6856,51,0,4566,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6857,57,0,4570,1,255,,,,1,0
6858,185,0,4568,1,255,,,,0,0
6868,55,0,4587,1,255,,,,0,0
6869,59,0,4588,1,255,,,,0,0
6870,51,0,4571,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6871,57,0,4590,1,255,,,,1,0
6872,185,0,4589,1,255,,,,0,0
6873,51,0,4591,1,255,,,,0,0
6874,59,0,4593,1,255,,,,0,0
6875,51,0,4592,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6876,57,0,4595,1,255,,,,1,0
6877,185,0,4594,1,255,,,,0,0
6878,57,0,4596,1,180,,,,-1,0
6879,55,0,4597,1,255,,,,1,0
6119,372,0,0,1.25,255,QuilBoarSkinArmoredZombie,QuilBoarSkinArmoredZombie_Alpha,QuilBoarSkin_Alpha,-1,0
6122,66,0,0,1.5,255,BoarSkinUndead,,,1,0
6172,139,0,0,1.15,255,FelHoundSkin,,,1,0
6173,139,0,0,1.3,255,FelHoundSkin,,,1,0
6197,207,0,0,0.5,255,Wisp,,,-1,0
6209,205,0,0,1,255,TundraGiant,,,3,0
6213,63,0,0,1.25,128,TarantulaSkinGrey,,,1,0
6269,711,0,0,1.25,255,KotoBeastSkinBrownDrums,,,3,0
6270,711,0,0,1.25,255,KotoBeastSkinGrayDrums,,,3,0
6290,6,0,0,0.5,255,DragonWhelpSkinRed,,,-1,0
6350,141,0,0,2.5,255,EntSkinDead,,,2,0
6351,141,0,0,1.75,255,EntSkinDead,,,2,0
6353,731,0,0,1,255,MountedKnightHorseBlack,RiderBlack,HorseArmorBlack,0,0
6369,571,0,0,1.5,255,DrakeSkinBlack1,DrakeSkinBlack2,DrakeSkinBlack3,-1,0
6377,571,0,0,1.25,255,DrakeSkinBlack1,DrakeSkinBlack2,DrakeSkinBlack3,-1,0
6395,51,0,4191,1,255,,,,0,0
6397,51,0,4195,1,255,,,,0,0
6398,52,0,4196,1,255,,,,1,0
6399,51,0,4197,1,255,,,,0,0
6400,52,0,4198,1,255,,,,1,0
6439,185,0,4237,1.2,255,,,,1,0
6440,185,0,4238,1.2,255,,,,1,0
6483,185,0,4252,1,255,,,,1,0
6484,186,0,4253,1,255,,,,1,0
6485,185,0,4251,1.05,255,,,,1,0
6486,186,0,4255,1.05,255,,,,1,0
6496,186,0,4264,1.15,255,,,,1,0
6515,186,0,4290,1.05,255,,,,1,0
6548,311,0,0,1,255,HighElfFemaleHunter,HighElfFemaleHairSkin,,0,0
6549,315,0,0,1,255,HighElfMaleHunter,HighElfMaleHair,,0,0
6804,8,0,0,0.8,255,FurbolgSkinBrown,FurbolgStuffBrown,,1,0
6817,2,0,0,0.9,255,BogBeastSkinYellow,BogBeastSkinYellowAlpha,,1,0
6822,8,0,0,1.2,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
6824,8,0,0,1,255,FurbolgSkinBlue,FurbolgStuffBlack,,1,0
6825,8,0,0,1.3,255,FurbolgSkinYellowBrown,FurbolgStuffBrown,,1,0
6826,8,0,0,1.5,255,FurbolgSkinYellowBrown,FurbolgStuffBrown,,1,0
6827,8,0,0,1.2,255,FurbolgSkinWhite,FurbolgStuffWhite,,-1,0
6828,8,0,0,1.4,255,FurbolgSkinWhite,FurbolgStuffWhite,,-1,0
6882,831,0,4599,1,255,Goblin,,,1,0
6883,51,0,4600,1,255,,,,1,0
6884,351,0,0,2.5,255,ChimeraSkin01,ChimeraSkin02,,2,0
6888,811,0,0,0.4,255,GnomeAlertBotSkin,GnomeAlertBotSkin_Alpha,,-1,0
6889,771,0,0,0.75,255,GnomeSpiderTankSkinBlack,,,-1,0
6890,671,0,0,1.1,255,GnomeSpiderTankSkinRed,PilotSkin_Yellow_01,,-1,0
6891,671,0,0,1.1,255,GnomeSpiderTankSkinBlue,PilotSkin_Yellow_01,,-1,0
6892,49,0,4607,1,255,,,,0,0
6894,831,0,0,1,255,,,,1,0
6895,832,0,0,1,255,,,,0,0
6908,222,0,0,1,0,,,,0,0
6909,111,0,0,3,255,ChickenSkinRobot,,,0,0
6912,205,0,0,0.75,255,HillGiant,,,-1,0
6913,182,0,4648,1,255,,,,-1,0
6914,182,0,4648,1.75,255,,,,-1,0
6915,671,0,0,1.2,255,GnomeSpiderTankSkinBlack,PilotSkin_Yellow_01,,-1,0
6916,51,0,4650,1,255,,,,1,0
6917,49,0,4649,1,255,,,,1,0
6918,59,0,4651,1,255,,,,1,0
6919,56,0,4653,1,255,,,,0,0
6920,182,0,4657,1,255,,,,0,0
6921,182,131,4654,1,255,,,,1,0
6922,182,131,4655,1,255,,,,1,0
6923,182,131,4672,1,255,,,,1,0
6924,182,131,4658,1,255,,,,1,0
6925,182,0,4668,1,255,,,,0,0
6926,182,0,4654,1,255,,,,1,0
6927,182,0,4655,1,255,,,,1,0
6928,182,0,4672,1,255,,,,1,0
6929,182,0,4658,1,255,,,,1,0
6930,182,0,4663,1,255,,,,0,0
6931,182,0,4664,1,255,,,,0,0
6932,182,0,4667,1,255,,,,0,0
6933,182,0,4669,1,255,,,,0,0
6934,182,0,4670,1,255,,,,0,0
6935,182,0,4671,1,255,,,,0,0
6936,182,0,4673,1,255,,,,0,0
6937,182,0,4674,1,255,,,,0,0
6938,49,0,4676,1,255,,,,0,0
6939,53,0,4677,1,255,,,,0,0
7010,315,0,0,1,255,BloodElfMaleMage,BloodElfMaleHair,,0,0
7015,56,0,4743,1,255,,,,1,0
7029,24,0,0,2,255,InfernalSkin,,,-1,0
7031,831,0,4609,1,255,Goblin,,,1,0
7034,831,0,4629,1,255,Goblin,,,1,0
7035,831,0,4630,1,255,Goblin,,,1,0
7036,831,0,4754,0.75,255,Goblin,,,1,0
7037,185,0,4759,1,255,,,,1,0
7038,182,0,4760,1,255,,,,0,0
7041,182,0,4763,1,255,,,,1,0
7044,56,0,4766,1,255,,,,0,0
7052,831,0,4774,1,255,Goblin,,,1,0
7060,831,0,4782,1,255,Goblin,,,1,0
7102,831,0,4797,1.05,255,Goblin,,,1,0
7110,831,0,4805,1,255,Goblin,,,1,0
7161,831,0,4855,1,255,Goblin,,,1,0
7166,831,0,4860,1,255,Goblin,,,1,0
7167,831,0,4861,1,255,Goblin,,,1,0
7183,831,0,4879,1,255,Goblin,,,1,0
7186,831,0,4882,1,255,Goblin,,,1,0
7274,56,0,4964,1,255,,,,0,0
7275,56,0,642,1,255,,,,0,0
7288,771,0,0,1,255,GnomeSpiderTankSkinBlack,,,-1,0
7289,62,0,0,4,255,HydraSkinWhite,,,3,0
7347,218,0,0,1.4,255,ScorpionskinRed,,,0,0
6946,831,0,4681,1,255,Goblin,,,1,0
6947,53,0,4682,1,255,,,,0,0
6948,50,0,4683,1,255,,,,1,0
6949,53,0,4685,1,255,,,,0,0
6950,49,0,4686,1,255,,,,0,0
6951,50,0,4687,1,255,,,,1,0
6952,831,0,4684,1,255,Goblin,,,1,0
6953,53,0,4688,1,255,,,,0,0
6955,49,0,4690,1,255,,,,0,0
6956,50,0,4691,1,255,,,,1,0
6963,49,0,4686,1,255,,,,0,0
6964,50,0,4687,1,255,,,,1,0
6965,53,0,4688,1,255,,,,0,0
6967,182,0,4665,1,255,,,,0,0
6968,182,0,4666,1,255,,,,0,0
6973,182,0,4707,1,255,,,,0,0
6974,182,0,4708,1,255,,,,0,0
6975,183,0,4709,1,255,,,,1,0
6976,183,0,4710,1,255,,,,1,0
6977,851,0,0,0.5,255,GnomeSpiderTankSkinRed,,,-1,0
6978,852,688,0,1,255,GnomeMechaStriderSkinRed,,,-1,0
6979,852,0,0,1.2,255,GnomeMechaStriderSkinRed,,,-1,0
6980,853,0,0,1,255,GnomeSpiderTankSkinRed,PilotSkin_Yellow_01,PilotGoggles_Yellow_01,-1,0
6981,182,0,4648,1.1,255,,,,-1,0
6982,183,0,4711,1.1,255,,,,-1,0
6983,59,0,4712,1,255,,,,1,0
6984,55,0,4713,1,255,,,,0,0
6985,56,0,4715,0.9,255,,,,0,0
6986,56,0,4714,1,255,,,,0,0
6987,56,0,4717,1,255,,,,0,0
6988,55,0,4716,1,255,,,,0,0
6989,55,0,4719,1,255,,,,0,0
6990,55,0,4718,1,255,,,,1,0
6991,55,0,4720,1,255,,,,0,0
6992,56,0,4721,1,255,,,,0,0
6993,52,0,4722,1,255,,,,1,0
6994,315,0,0,1,255,HighElfMaleHunter,HighElfMaleHair,,0,0
6995,53,115,4723,1,255,,,,0,0
6996,59,0,4725,1,255,,,,1,0
6997,185,0,4724,1.2,255,,,,1,0
6998,186,0,4726,1.2,255,,,,1,0
6999,52,0,4727,1,255,,,,1,0
7000,183,0,4728,1,255,,,,1,0
7001,53,0,4729,1,255,,,,1,0
7002,58,0,4731,1,255,,,,0,0
7003,53,0,4730,1,255,,,,1,0
7004,182,0,4732,1,255,,,,1,0
7005,53,0,4733,1,255,,,,1,0
7006,182,0,4734,1.05,255,,,,1,0
7007,53,0,4735,1,255,,,,1,0
6169,32,0,0,1.35,255,OgreSkin1Red,OgreSkin2Red,,3,0
6170,33,0,0,1.3,255,OgreMageSkin1White,OgreMageSkin2White,,3,0
6171,32,0,0,1.5,255,OgreSkin1Red,OgreSkin2Red,,3,0
6214,63,0,0,1.25,255,TarantulaSkinGrey,,,1,0
6232,57,0,308,1,255,,,,-1,0
6233,57,0,4067,1,128,,,,0,0
6234,58,0,4068,1,128,,,,0,0
6268,711,0,0,1,255,,,,3,0
6271,712,0,0,1,255,,,,0,0
6298,373,0,0,0.25,255,OwlBlue,,,-1,0
6378,571,0,0,1.75,255,DrakeSkinBlack1,DrakeSkinBlack2,DrakeSkinBlack3,-1,0
6379,571,0,0,2,255,DrakeSkinGreen1,DrakeSkinGreen2,DrakeSkinGreen3,-1,0
6380,731,0,0,1,255,MountedDeathKnightBlack_01,MountedDeathKnightBlack_02,MountedDeathKnightBlack_03,-1,0
6388,317,0,0,1,255,BloodElfMaleWarrior,HighElfMaleHair,,0,0
6390,51,0,4188,1,255,,,,0,0
6392,52,0,4190,1,255,,,,1,0
6393,51,0,4192,1,255,,,,0,0
6411,185,0,4209,1,255,,,,1,0
6530,41,0,0,1.1,255,TroglodyteSkinPurple,,,1,0
6551,52,0,4317,1,255,,,,1,0
6571,51,0,4329,1,255,,,,0,0
6572,49,0,4045,1,255,,,,0,0
6574,50,0,4044,1,255,,,,0,0
6575,51,0,4047,1,255,,,,0,0
6608,182,0,4367,1,255,,,,0,0
6609,183,0,4387,1,255,,,,1,0
6630,315,0,0,1,255,BloodElfMaleMage,BloodElfMaleHair,,0,0
6670,185,0,4453,1,255,,,,1,0
6671,186,0,4454,1,255,,,,1,0
6673,186,0,4456,1,255,,,,1,0
6675,185,0,4460,1,255,,,,1,0
6705,33,0,0,1.1,255,OgreMageSkin1,OgreMageSkin2,,3,0
6706,33,0,0,1.4,255,OgreMageSkin1,OgreMageSkin2,,3,0
6707,185,0,4482,1,128,,,,1,0
6709,185,0,4483,1,255,,,,1,0
6710,182,0,4485,1,255,,,,1,0
6736,62,0,0,1.25,255,HydraSkinWhite,,,3,0
6737,62,0,0,1.5,255,HydraSkinWhite,,,3,0
6738,49,0,4511,1,255,,,,0,0
6739,50,0,4512,1,255,,,,1,0
6740,53,0,4513,1,255,,,,1,0
6741,78,0,0,1.2,255,SatyrSkinViolet,SatyrSkinVioletAlpha,,1,0
6743,78,0,0,0.8,255,SatyrSkinYellow,SatyrSkinYellowAlpha,,1,0
6745,8,0,0,0.8,255,FurbolgSkinYellowBrown,FurbolgStuffBrown,,1,0
6746,8,0,0,1.4,255,FurbolgSkinYellowBrown,FurbolgStuffBrown,,1,0
6747,332,0,0,1.2,255,NagaMaleSkinSilver,SirenReflect,,0,0
6748,332,0,0,1.4,255,NagaMaleSkinSilver,SirenReflect,,0,0
6749,531,0,0,1.2,255,SirenSkinAqua,,,1,0
6750,531,0,0,1.4,255,SirenSkinAqua,,,1,0
6756,90,0,0,0.75,255,HippogryphSkin01,HippogryphSkin02,,2,0
6757,90,0,0,1.15,255,HippogryphSkin01,HippogryphSkin02,,2,0
6768,52,0,4519,1,255,,,,1,0
6769,49,0,4409,1,255,,,,0,0
6774,771,0,0,1.1,255,GnomeSpiderTankSkinRed,,,-1,0
6777,59,0,4526,1,128,,,,0,0
6780,185,0,4528,1,255,,,,0,0
6781,186,0,4529,1,255,,,,0,0
6787,51,0,4535,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0
6807,66,0,0,0.75,255,BoarSkinCrimson,,,-1,0
6808,63,0,0,0.9,255,TarantulaSkinGreen,,,1,0
6819,8,0,0,1.2,255,FurbolgSkinBlue,FurbolgStuffBlack,,1,0
6829,8,0,0,1.5,255,FurbolgSkinWhite,FurbolgStuffWhite,,-1,0
6830,8,0,0,1.4,255,FurbolgSkinGray,FurbolgStuffgray,,1,0
6831,60,0,4547,1,255,,,,1,0
6832,59,0,4546,1,255,,,,1,0
6834,59,0,4550,1,255,,,,1,0
6836,59,0,4549,1,255,,,,1,0
6844,49,0,4558,1.05,255,,,,0,0
6880,54,0,4598,1,255,,,,0,0
6910,205,0,0,1.25,255,HillGiant,,,-1,0
6958,50,0,4691,1,255,,,,1,0
6954,831,0,4689,1,255,Goblin,,,1,0
6957,49,0,4690,1,255,,,,0,0
6959,49,0,4675,1,255,,,,0,0
6960,50,0,4680,1,255,,,,1,0
6961,831,0,4681,1,255,Goblin,,,1,0
6962,53,0,4682,1,255,,,,0,0
6966,831,0,4689,1,255,Goblin,,,1,0
6126,173,0,0,1.2,1,SeaTurtleSkin,,,1,0
6211,8,0,0,1.3,255,FurbolgSkinWhite,FurbolgStuffWhite,,-1,0
6212,373,0,0,1,255,OwlWhite,,,-1,0
6231,55,0,4129,1,255,,,,0,0
6288,6,0,0,0.5,255,DragonWhelpSkinBlack,,,-1,0
6292,6,0,0,0.5,255,DragonWhelpSkinBronze,,,-1,0
6293,6,0,0,0.5,255,DragonWhelpSkinBlue,,,-1,0
6294,175,0,0,0.3,255,FaerieDragon,faeriewing,,-1,0
6297,142,0,0,1,255,Frogtropical,,,0,0
6348,56,0,4167,1,255,,,,0,0
6349,56,0,4168,1,255,,,,0,0
6389,51,0,4187,1,255,,,,0,0
6391,52,0,4189,1,255,,,,1,0
6394,52,0,4193,1,255,,,,1,0
6403,51,0,4201,1,255,,,,0,0
6404,52,0,4202,1,255,,,,1,0
6409,51,0,4207,1,255,,,,0,0
