ID,Text,Language
6092,\<pothead,1
6093,\<pr[o0]n\>,1
6094,\<priapism\>,1
6095,\<pudendum\>,1
6096,\<pussyfart,1
6097,\<pussylick,1
6098,\<pussystomp,1
6099,\<puto\>,1
6100,\<quaaludes\>,1
6101,\<queef,1
6102,\<queers\>,1
6103,\<qweef\>,1
6104,\<raghead\>,1
6105,\<rapist\>,1
6106,\<reefer\>,1
6107,\<reggin\>,1
6108,\<rimjob\>,1
6109,\<rohypnol\>,1
6110,\<rugmunch,1
6111,\<rumprang,1
6112,\<scrotum,1
6113,\<semen\>,1
6114,\<sexmachine\>,1
6115,\<sh[ie][ie]thead\>,1
6116,\<skinbat,1
6117,\<slamhound,1
6118,\<slut\>,1
6119,\<slutmuffin\>,1
6120,\<smegma\>,1
6121,\<spanishfly\>,1
6122,\<spearchuck,1
6123,\<spic\>,1
6124,\<spick,1
6125,\<spics\>,1
6126,\<sploog,1
6127,\<squarehead\>,1
6128,\<stfu\>,1
6129,\<stiffy\>,1
6130,\<strapon\>,1
6131,\<talliwhacker\>,1
6132,\<tards\>,1
6133,\<teabagging\>,1
6134,\<throbknobbin\>,1
6135,\<thsale\>,1
6136,\<thunderfuck\>,1
6137,\<tirdburglar,1
6138,\<titnass\>,1
6139,\<tits\>,1
6140,\<titsnass\>,1
6141,\<tittie,1
6142,\<titty,1
6143,\<towelhead\>,1
6144,\<turbanhead,1
6145,\<turdburglars\>,1
6146,\<twat\>,1
6147,\<twatlick,1
6148,\<twats\>,1
6149,\<twatsuck,1
6150,\<twatty\>,1
6151,\<twaty\>,1
6152,\<vagina,1
6153,\<viagra\>,1
6154,\<whitti?ey?\>,1
6155,\<whop\>,1
6156,\<wop\>,1
6157,\<wowsupplier\>,1
6158,\<zipperhead\>,1
6159,\<zlywy\>,1
6160,\<zoophilia\>,1
6161,18년,1
6162,18놈,1
6163,18새 끼,1
6164,18새끼,1
6881,ㅈㄹ,1
7254,히로뽕,1
7255,bia?ts?ch,1
7256,bong,1
7257,bukake,1
7258,bukakke,1
7259,bukkake,1
7260,fagg[aeiouy]t\>,1
7261,felch,1
7262,feltch,1
7263,fuck,1
7264,gangbang,1
7265,nig+a\>,1
7266,nig+er\>,1
7267,penis\>,1
7268,phuck,1
7269,shit,1
7270,sperm,1
7271,sphincter,1
7272,tampon,1
7273,testicle,1
7274,transsexual,1
7275,transvestite,1
7276,wetback,1
7277,whore,1
7278,yuckfou,1
7279,yuckfu,1
