ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
912,-1,-1,0,Elders of Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Honor the Elders which are located in Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,160,5,8,0,2820,,,,,,,,,,,,,,,,,16711748,0,0
878,-1,-1,0,The Deadliest Catch,,,,,,,,,,,,,,,,16711748,Catch one of the rare fish in the list below.,,,,,,,,,,,,,,,,16711748,171,5,8,0,2918,,,,,,,,,,,,,,,,,16711748,1,0
161,-1,529,0,Resilient Victory <NYI>,,,,,,,,,,,,,,,,16711748,Overcome a 500 resource disadvantage in a match of Arathi Basin and claim victory.,,,,,,,,,,,,,,,,16711750,14802,10,8,0,2005,,,,,,,,,,,,,,,,,16711748,0,0
653,-1,556,0,Sethekk Halls,,,,,,,,,,,,,,,,16712006,Kill Talon King Ikiss.,,,,,,,,,,,,,,,,16711750,14805,5,8,0,2378,,,,,,,,,,,,,,,,,16711748,0,0
634,-1,90,0,Gnomeregan,,,,,,,,,,,,,,,,16712006,Kill Mekgineer Thermaplugg.,,,,,,,,,,,,,,,,16711748,14808,5,8,0,353,,,,,,,,,,,,,,,,,16711748,0,0
1040,1,-1,0,Rotten Hallow,,,,,,,,,,,,,,,,16711748,Ruin Hallow's End for the Horde by completing Sergeant Hartman's quests which involve crashing the wickerman festival and cleaning up the stinkbombs from Southshore.,,,,,,,,,,,,,,,,16711748,158,5,8,0,1764,,,,,,,,,,,,,,,,,16711684,0,0
1030,1,530,0,Extinguishing Outland,,,,,,,,,,,,,,,,16711748,Desecrate the Horde's bonfires in Outland.,,,,,,,,,,,,,,,,16711748,161,5,8,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
204,-1,489,0,Ironman,,,,,,,,,,,,,,,,16711750,"In a single Warsong Gulch battle, carry and capture the flag 3 times without dying.",,,,,,,,,,,,,,,,16711748,14804,10,8,0,2113,,,,,,,,,,,,,,,,,16711748,0,0
978,-1,-1,32,3000 Quests Completed,,,,,,,,,,,,,,,,16711746,Complete 3000 quests.,,,,,,,,,,,,,,,,16711746,96,50,8,0,2436,,,,,,,,,,,,,,,,,16711748,0,0
869,-1,-1,239,50000 Honorable Kills,,,,,,,,,,,,,,,,16711746,Get 50000 honorable kills.,,,,,,,,,,,,,,,,16711748,95,50,8,0,2143,,,,,,,,,,,,,,,,,16711748,0,0
845,-1,-1,0,Explore Ashenvale,,,,,,,,,,,,,,,,16711750,"Explore Ashenvale, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,8,0,2013,,,,,,,,,,,,,,,,,16711748,0,0
457,-1,-1,0,Server First to 80 <PH> <NYI> ,,,,,,,,,,,,,,,,16711750,First person on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,8,0,2970,,,,,,,,,,,,,,,,,16711748,0,0
406,-1,-1,0,"1550, 5v5 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 1550 personal rating in the 5v5 bracket of the arena.,,,,,,,,,,,,,,,,16711744,165,5,8,0,1800,,,,,,,,,,,,,,,,,16711748,0,0
216,-1,566,0,Bound for Glory,,,,,,,,,,,,,,,,8323072,"In a single Eye of the Storm match, capture the flag 3 times without dying.",,,,,,,,,,,,,,,,8323072,14803,10,8,0,2267,,,,,,,,,,,,,,,,,16711748,0,0
1164,0,30,0,Everything Counts,,,,,,,,,,,,,,,,7274496,Win Alterac Valley while your team controls both mines.,,,,,,,,,,,,,,,,7274496,14801,5,8,0,2840,,,,,,,,,,,,,,,,,7274496,0,0
1109,-1,-1,0,5v5 Arena,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,8,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1102,-1,309,0,Hakkar kills (Zul'Gurub),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,8,1,2804,,,,,,,,,,,,,,,,,16711680,0,0
1075,-1,555,0,Murmur kills (Shadow Labyrinth),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,8,1,2793,,,,,,,,,,,,,,,,,16711680,0,0
269,-1,-1,0,Party Poopers <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Throw a snowball at Thrall and Jaina.  ,,,,,,,,,,,,,,,,16711748,156,5,8,0,1665,,,,,,,,,,,,,,,,,16711748,0,0
347,-1,-1,0,Food eaten,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,145,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
355,-1,-1,0,Fastest ground speed,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,134,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
769,-1,-1,0,Explore Silverpine Forest,,,,,,,,,,,,,,,,16711750,"Explore Silverpine Forest, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,8,0,100,,,,,,,,,,,,,,,,,16711748,0,0
184,-1,-1,0,Uncommon items enchanted,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,176,0,8,1,4,,,,,,,,,,,,,,,,,16711748,0,0
49,-1,30,0,Alterac Valley victories [PH],,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711748,153,0,8,1,1,,,,,,,,,,,,,,,,,16711748,0,0
55,-1,529,0,Arathi Basin games [PH],,,,,,,,,,,,,,,,16711750,Total Arathi Basin Games. [PH],,,,,,,,,,,,,,,,16711884,153,0,9,1,1,,,,,,,,,,,,,,,,,16711748,0,0
400,-1,-1,399,"1750, 2v2 <PH>",,,,,,,,,,,,,,,,16712006,Earn a 1750 personal rating in the 2v2 bracket of the arena.,,,,,,,,,,,,,,,,16711750,165,5,9,0,1949,,,,,,,,,,,,,,,,,16711748,0,0
705,-1,-1,0,Master of Arms,,,,,,,,,,,,,,,,16711748,Raise four weapon skills to 400.,,,,,,,,,,,,,,,,16711748,92,25,9,0,279,,,,,,,,,,,,,,,,,16711748,4,0
654,-1,555,0,Shadow Labyrinth,,,,,,,,,,,,,,,,16712006,Kill Murmur.,,,,,,,,,,,,,,,,16711748,14805,5,9,0,2793,,,,,,,,,,,,,,,,,16711748,0,0
636,-1,129,0,Razorfen Downs,,,,,,,,,,,,,,,,16711750,Kill Amnennar the Coldbringer.,,,,,,,,,,,,,,,,16711748,14808,5,9,0,2206,,,,,,,,,,,,,,,,,16711748,0,0
833,-1,-1,0,Times used,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,141,0,9,0,1,,,,,,,,,,,,,,,,,16711748,0,0
812,-1,-1,0,Healthstones used,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,145,0,9,1,1,,,,,,,,,,,,,,,,,16711748,0,0
141,-1,-1,0,Ultimate Triage <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Bandage yourself for x amount in combat when your health is below 10%,,,,,,,,,,,,,,,,16711748,172,5,9,0,2741,,,,,,,,,,,,,,,,,16711748,0,0
712,0,-1,0,Warsong Outrider,,,,,,,,,,,,,,,,16712006,Gain exalted reputation with the Warsong Outriders.,,,,,,,,,,,,,,,,16711748,14804,30,9,0,282,,,,,,,,,,,,,,,,,16711748,0,0
870,-1,-1,869,100000 Honorable Kills,,,,,,,,,,,,,,,,16711750,Get 100000  honorable kills.,,,,,,,,,,,,,,,,16711748,95,50,9,0,278,,,,,,,,,,,,,,,,,16711748,0,0
304,-1,-1,0,Ram Rider <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Get X score in the ram riding event.,,,,,,,,,,,,,,,,16711748,162,5,9,0,1,,,,,,,,,,,,,,,,,16711748,0,0
257,-1,-1,0,Red Noses Lead The Way  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Turn your mount into a reindeer and fly around Dalaran.,,,,,,,,,,,,,,,,16711748,156,5,9,0,4,,,,,,,,,,,,,,,,,16711748,0,0
587,-1,566,0,Stormy Assassin,,,,,,,,,,,,,,,,16711750,"In a single Eye of the Storm battle, kill 5 players at each of the bases.",,,,,,,,,,,,,,,,16711748,14803,10,9,0,2837,,,,,,,,,,,,,,,,,16711748,0,0
486,-1,602,0,Halls of Lightning,,,,,,,,,,,,,,,,16711750,Kill all of the bosses in Halls of Lightning.,,,,,,,,,,,,,,,,16711748,14806,5,9,0,320,,,,,,,,,,,,,,,,,16711748,0,0
467,-1,-1,0,Server First Shaman to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First shaman on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,9,0,38,,,,,,,,,,,,,,,,,16711748,0,0
324,-1,-1,0,Total deaths to 25-player raid bosses,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,125,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
911,-1,-1,0,Elders of Kalimdor,,,,,,,,,,,,,,,,16711748,Honor the Elders which are located in Kalimdor.,,,,,,,,,,,,,,,,16711748,160,5,9,0,2218,,,,,,,,,,,,,,,,,16711748,0,0
1041,0,-1,0,Rotten Hallow,,,,,,,,,,,,,,,,16711748,"Ruin Hallow's End for the Alliance by completing Darkcaller Yanka's quests which involve going to Southshore, ruining the kegs with rotten eggs and tossing stinkbombs into the town.",,,,,,,,,,,,,,,,16711748,158,5,9,0,1764,,,,,,,,,,,,,,,,,16711684,0,0
832,-1,-1,0,Times used,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,142,0,9,0,1,,,,,,,,,,,,,,,,,16711748,0,0
330,-1,-1,0,Number of auction purchases,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711775,140,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1076,-1,269,0,Aeonus kills (Opening of the Dark Portal),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,9,1,1699,,,,,,,,,,,,,,,,,16711680,0,0
1067,-1,-1,0,Total times playing world's smallest violin,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,151,0,9,1,1,,,,,,,,,,,,,,,,,16711680,0,0
226,-1,30,0,The Alterac Blitz,,,,,,,,,,,,,,,,16711750,Win Alterac Valley in 6 minutes.,,,,,,,,,,,,,,,,16711748,14801,20,9,0,457,,,,,,,,,,,,,,,,,16711748,0,0
1015,-1,-1,1014,40 Exalted Reputations,,,,,,,,,,,,,,,,16711748,Raise 40 reputations to Exalted.,,,,,,,,,,,,,,,,16711748,201,5,9,0,1879,,,,,,,,,,,,,,,,,16711684,0,0
905,-1,-1,0,Old Man Barlowned,,,,,,,,,,,,,,,,16711748,Complete each of Old Man Barlo's 5 fishing daily quests listed below.,,,,,,,,,,,,,,,,16711748,171,0,9,0,2736,,,,,,,,,,,,,,,,,16711748,0,0
1035,1,-1,0,Desecration of the Horde,,,,,,,,,,,,,,,,16711748,"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16711748,161,10,9,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
858,-1,-1,0,Explore Ghostlands,,,,,,,,,,,,,,,,16711750,"Explore Ghostlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,9,0,91,,,,,,,,,,,,,,,,,16711748,0,0
813,-1,-1,0,Highest total spirit,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,9,1,1,,,,,,,,,,,,,,,,,16711748,0,0
973,-1,-1,0,5 Daily Quests Complete,,,,,,,,,,,,,,,,16711750,Complete 5 daily quests.,,,,,,,,,,,,,,,,16711750,96,5,9,0,164,,,,,,,,,,,,,,,,,16711748,0,0
846,-1,-1,0,Explore Thousand Needles,,,,,,,,,,,,,,,,16711750,"Explore Thousand Needles, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,9,0,2015,,,,,,,,,,,,,,,,,16711748,0,0
1113,-1,-1,0,Alterac Valley,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,9,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1098,-1,249,0,Onyxia kills (Onyxia's Lair),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,9,1,1548,,,,,,,,,,,,,,,,,16711680,0,0
366,-1,-1,0,2v2 victories,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
356,-1,-1,0,Fastest flight speed,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,134,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
339,-1,-1,0,Most mounts owned at one time,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,191,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
156,-1,529,0,Territorial Dominance,,,,,,,,,,,,,,,,16711748,Win 10 Arathi Basin matches while controlling all 5 flags.,,,,,,,,,,,,,,,,16711750,14802,10,9,0,2614,,,,,,,,,,,,,,,,,16711748,0,0
185,-1,-1,0,Rare items enchanted,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,176,0,9,1,4,,,,,,,,,,,,,,,,,16711748,0,0
51,-1,529,0,Arathi Basin victories [PH],,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711748,153,0,10,1,1,,,,,,,,,,,,,,,,,16711748,0,0
103,-1,-1,0,Circle of Blood matches,,,,,,,,,,,,,,,,16711780,Circle of Blood matches,,,,,,,,,,,,,,,,16711782,152,0,10,1,4,,,,,,,,,,,,,,,,,16711748,0,0
159,-1,529,0,Let's Get This Done,,,,,,,,,,,,,,,,16711748,Win Arathi Basin in 6 minutes.,,,,,,,,,,,,,,,,16711750,14802,25,10,0,2238,,,,,,,,,,,,,,,,,16711748,0,0
1046,-1,-1,0,Total times someone called a chicken,,,,,,,,,,,,,,,,16711744,,,,,,,,,,,,,,,,,16711748,151,0,10,1,1,,,,,,,,,,,,,,,,,16711684,0,0
1038,1,-1,0,The Flame Warden,,,,,,,,,,,,,,,,16711748,Complete the Midsummer achievements listed below.,,,,,,,,,,,,,,,,16711748,161,20,10,0,2974,,,,,,,,,,,,,,,,,16711684,0,0
655,-1,269,0,Opening of the Dark Portal,,,,,,,,,,,,,,,,16712006,Kill Aeonus.,,,,,,,,,,,,,,,,16711750,14805,5,10,0,1699,,,,,,,,,,,,,,,,,16711748,0,0
637,-1,189,0,Scarlet Monastery,,,,,,,,,,,,,,,,16711750,Defeat the Scarlet Crusade within the Scarlet Monastery.,,,,,,,,,,,,,,,,16711748,14808,5,10,0,2792,,,,,,,,,,,,,,,,,16711748,0,0
965,0,-1,0,Tricks and Treats of Kalimdor,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Kalimdor.,,,,,,,,,,,,,,,,16711748,158,5,10,0,2950,,,,,,,,,,,,,,,,,16711748,0,0
847,-1,-1,0,Explore Stonetalon Mountains,,,,,,,,,,,,,,,,16711750,"Explore Stonetalon Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,10,0,553,,,,,,,,,,,,,,,,,16711748,0,0
338,-1,-1,0,Most vanity pets owned at one time,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,191,0,10,1,4,,,,,,,,,,,,,,,,,16711748,0,0
245,-1,-1,0,That Takes Class,,,,,,,,,,,,,,,,16711748,"Get an honorable, killing blow on one of each class.",,,,,,,,,,,,,,,,16711748,95,5,10,0,244,,,,,,,,,,,,,,,,,16711748,0,0
223,-1,30,0,The Sickly Gazelle <PH>,,,,,,,,,,,,,,,,16711748,"In Alterac Valley, kill an enemy in the field of strife before they dismount.",,,,,,,,,,,,,,,,16711748,14801,5,10,0,29,,,,,,,,,,,,,,,,,16711748,0,0
780,-1,-1,0,Explore Redridge Mountains,,,,,,,,,,,,,,,,16711750,"Explore Redridge Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,10,0,66,,,,,,,,,,,,,,,,,16711748,0,0
403,-1,-1,402,"1750, 3v3 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 1750 personal rating in the 3v3 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,5,10,0,1951,,,,,,,,,,,,,,,,,16711748,0,0
146,-1,-1,0,Fishin' Around the World  <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Catch a fish in X unique bodies of water.,,,,,,,,,,,,,,,,16711748,171,5,10,0,2131,,,,,,,,,,,,,,,,,16711748,0,0
139,-1,-1,0,Timely Heal <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Bandage yourself for x amount in combat while all hostile targets are crowd controlled.,,,,,,,,,,,,,,,,16711748,172,5,10,0,2742,,,,,,,,,,,,,,,,,16711748,0,0
762,0,-1,0,Town Crier,,,,,,,,,,,,,,,,16712006,Earn exalted reputation with 5 home cities.,,,,,,,,,,,,,,,,16711748,201,10,10,0,2264,,,,,,,,,,,,,,,,,16711748,0,0
186,-1,-1,0,Epic items enchanted,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,176,0,10,1,4,,,,,,,,,,,,,,,,,16711748,0,0
974,-1,-1,973,50 Daily Quests Complete,,,,,,,,,,,,,,,,16711746,Complete 50 daily quests.,,,,,,,,,,,,,,,,16711746,96,5,10,0,164,,,,,,,,,,,,,,,,,16711748,0,0
713,1,-1,0,Silverwing Sentinel,,,,,,,,,,,,,,,,16712002,Gain exalted reputation with the Silverwing Sentinels.,,,,,,,,,,,,,,,,16711744,14804,30,10,0,131,,,,,,,,,,,,,,,,,16711748,0,0
331,-1,-1,0,Most expensive purchase from auction,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,140,0,10,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1114,-1,-1,0,Arathi Basin,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,10,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1099,-1,409,0,Ragnaros kills (Molten Core),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,10,1,2290,,,,,,,,,,,,,,,,,16711680,0,0
1077,-1,545,0,Warlord Kalithresh kills (The Steamvault),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,10,1,1647,,,,,,,,,,,,,,,,,16711680,0,0
1055,-1,-1,0,Highest spellpower,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,10,1,1,,,,,,,,,,,,,,,,,16711680,0,0
16,-1,-1,0,Did Somebody Order a Knuckle Sandwich?,,,,,,,,,,,,,,,,16711748,Raise your unarmed skill to 400.,,,,,,,,,,,,,,,,16711750,92,10,10,0,1997,,,,,,,,,,,,,,,,,16711748,0,0
357,-1,-1,0,Fastest water speed,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,134,0,10,1,4,,,,,,,,,,,,,,,,,16711748,0,0
487,-1,578,0,The Oculus,,,,,,,,,,,,,,,,16712006,Kill all of the bosses in The Oculus.,,,,,,,,,,,,,,,,16711750,14806,5,10,0,180,,,,,,,,,,,,,,,,,16711748,0,0
910,-1,-1,0,Elders of the Dungeons,,,,,,,,,,,,,,,,16711748,Honor the Elders which are located inside the dungeons.,,,,,,,,,,,,,,,,16711748,160,5,10,0,2219,,,,,,,,,,,,,,,,,16711748,0,0
258,-1,-1,0,Spread the Love  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Cast Mistletoe on X people.,,,,,,,,,,,,,,,,16711748,156,5,10,0,4,,,,,,,,,,,,,,,,,16711748,0,0
466,-1,-1,0,Server First Druid to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First druid on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,10,0,261,,,,,,,,,,,,,,,,,16711748,0,0
211,-1,566,0,Storm Glory <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"While your team holds 4 of the bases in Eye of the Storm, personally grab the flag and capture it.",,,,,,,,,,,,,,,,16711748,14803,5,10,0,2836,,,,,,,,,,,,,,,,,16711748,0,0
294,-1,-1,0,Beeerfeest <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Get drunk at X brewfest camps.,,,,,,,,,,,,,,,,16711748,162,5,10,0,1,,,,,,,,,,,,,,,,,16711748,0,0
52,-1,489,0,Warsong Gulch games,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711748,153,0,11,1,1,,,,,,,,,,,,,,,,,16711748,0,0
332,-1,-1,0,Most expensive auction sold,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711775,140,0,11,1,4,,,,,,,,,,,,,,,,,16711748,0,0
145,-1,-1,0,For The Halibut... <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Catch X unique types of fish.,,,,,,,,,,,,,,,,16711748,171,5,11,0,576,,,,,,,,,,,,,,,,,16711748,0,0
104,-1,-1,0,Circle of Blood victories,,,,,,,,,,,,,,,,16711780,Circle of Blood victories,,,,,,,,,,,,,,,,16711782,152,0,11,1,4,,,,,,,,,,,,,,,,,16711748,0,0
836,-1,-1,0,Highest armor,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16715844,143,0,11,1,1,,,,,,,,,,,,,,,,,16711748,0,0
246,1,-1,0,Know Thy Enemy,,,,,,,,,,,,,,,,16711748,"Get an honorable, killing blow on five different races.",,,,,,,,,,,,,,,,16711744,95,5,11,0,245,,,,,,,,,,,,,,,,,16711748,0,0
358,-1,-1,0,Number of trips through the Dark Portal,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,134,0,11,1,4,,,,,,,,,,,,,,,,,16711748,0,0
488,-1,575,0,Utgarde Pinnacle,,,,,,,,,,,,,,,,16712006,Kill all of the bosses in Utgarde Pinnacle.,,,,,,,,,,,,,,,,16711748,14806,5,11,0,2885,,,,,,,,,,,,,,,,,16711748,0,0
142,-1,-1,0,I Need a Remedy <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Cure a poison with first aid,,,,,,,,,,,,,,,,16711750,172,5,11,0,194,,,,,,,,,,,,,,,,,16711748,0,0
1047,-1,-1,0,Total facepalms,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711748,151,0,11,1,1,,,,,,,,,,,,,,,,,16711684,0,0
656,-1,545,0,The Steamvault,,,,,,,,,,,,,,,,16712038,Kill Warlord Kalithresh.,,,,,,,,,,,,,,,,16711748,14805,5,11,0,1647,,,,,,,,,,,,,,,,,16711748,0,0
975,-1,-1,974,200 Daily Quests Complete,,,,,,,,,,,,,,,,16711750,Complete 200 daily quests.,,,,,,,,,,,,,,,,16711750,96,5,11,0,164,,,,,,,,,,,,,,,,,16711748,0,0
967,0,-1,0,Tricks and Treats of Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Eastern Kingdoms.,,,,,,,,,,,,,,,,16711748,158,5,11,0,2951,,,,,,,,,,,,,,,,,16711748,0,0
948,1,-1,0,Town Crier,,,,,,,,,,,,,,,,16711750,Earn exalted reputation with 5 home cities.,,,,,,,,,,,,,,,,16711748,201,10,11,0,2264,,,,,,,,,,,,,,,,,16711748,0,0
928,-1,-1,0,Total bank space,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,191,0,11,1,1,,,,,,,,,,,,,,,,,16711748,0,0
259,-1,-1,0,Scrooge  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Throw a snowball at Greatfather Winter.,,,,,,,,,,,,,,,,16711748,156,5,11,0,4,,,,,,,,,,,,,,,,,16711748,0,0
914,-1,-1,0,Elders of the Horde,,,,,,,,,,,,,,,,16711750,Honor the Elders which are located in the Horde capital cities.,,,,,,,,,,,,,,,,16711748,160,5,11,0,1803,,,,,,,,,,,,,,,,,16711748,0,0
848,-1,-1,0,Explore Desolace,,,,,,,,,,,,,,,,16711750,"Explore Desolace, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,11,0,2849,,,,,,,,,,,,,,,,,16711748,0,0
203,-1,489,0,Not In My House <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"In Warsong Gulch, kill X flag carriers before they leave your flag room.",,,,,,,,,,,,,,,,0,14804,10,11,0,2053,,,,,,,,,,,,,,,,,16711748,0,0
179,-1,-1,0,Legendary items enchanted,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,176,0,11,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1115,-1,-1,0,Warsong Gulch,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,11,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1100,-1,469,0,Nefarian kills (Blackwing Lair),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,11,1,1699,,,,,,,,,,,,,,,,,16711680,0,0
1078,-1,540,0,Warchief Kargath Bladefist kills (The Shattered Halls),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,11,1,1962,,,,,,,,,,,,,,,,,16711680,0,0
163,-1,529,0,No Neans No  <NYI>,,,,,,,,,,,,,,,,16711748,"In a single Arathi Basin match, interrupt X flag capture attempts.",,,,,,,,,,,,,,,,16711748,14802,10,11,0,1945,,,,,,,,,,,,,,,,,16711748,0,0
1025,0,-1,0,Flame Keeper of Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Honor the flames of Eastern Kingdoms.,,,,,,,,,,,,,,,,16711748,161,5,11,0,1923,,,,,,,,,,,,,,,,,16711684,0,0
778,-1,-1,0,Explore Duskwood,,,,,,,,,,,,,,,,16711750,"Explore Duskwood, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,11,0,2206,,,,,,,,,,,,,,,,,16711748,0,0
638,-1,70,0,Uldaman,,,,,,,,,,,,,,,,16712038,Kill Archaedas.,,,,,,,,,,,,,,,,16711748,14808,5,11,0,2816,,,,,,,,,,,,,,,,,16711748,0,0
407,-1,-1,406,"1750, 5v5 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 1750 personal rating in the 5v5 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,5,11,0,1950,,,,,,,,,,,,,,,,,16711748,0,0
546,-1,-1,0,Safe Deposit,,,,,,,,,,,,,,,,0,Buy 7 additional bank slots.,,,,,,,,,,,,,,,,16711748,92,5,11,0,2492,,,,,,,,,,,,,,,,,16711748,0,0
220,1,30,0,Stormpike Perfection,,,,,,,,,,,,,,,,16711748,Win Alterac Valley without losing a tower or captain.,,,,,,,,,,,,,,,,16711748,14801,25,11,0,2897,,,,,,,,,,,,,,,,,16711748,0,0
